split,index,qid,question,jaccard,train_index,train_question,train_answer,reference
test,427,,Why is it important to monitor the casualty’s pulse during shock?,0.8461538461538461,3331,Why is it important to monitor a casualty’s pulse during shock?,"Monitoring a casualty's pulse during shock is important because a rapid, weak, or irregular pulse can indicate the progression of shock. Changes in pulse rate can provide critical information about the severity of shock, and early detection of abnormal pulse patterns can help direct appropriate medical intervention.","Monitoring the casualty’s pulse during shock is vital to assess their cardiovascular function. A rapid, weak pulse can indicate that the body is struggling to circulate blood efficiently, and a slow or absent pulse may indicate severe shock requiring immediate medical attention."
test,450,,When should I call for medical help after an eye injury from a foreign body?,1.0,1653,When should I call for medical help after an eye injury from a foreign body?,"You should call for medical help if the foreign body cannot be removed safely, if there is severe pain or vision problems, or if there is any bleeding or other concerning symptoms. Do not attempt to remove deeply embedded objects yourself.","You should call for medical help if the foreign body cannot be removed safely, if there is severe pain or vision problems, or if there is any bleeding or other concerning symptoms. Do not attempt to remove deeply embedded objects yourself."
test,458,,Can a febrile seizure cause long-term damage?,0.7777777777777778,2872,Can a seizure cause long-term brain damage?,"A single seizure, in most cases, does not cause long-term brain damage. However, repeated seizures, especially if they are prolonged or occur frequently without proper treatment, can potentially lead to cognitive or memory issues. Seizures that last longer than 5 minutes (status epilepticus) can increase the risk of brain damage, which is why immediate medical attention is critical.","Febrile seizures in children typically do not cause long-term damage. These seizures are usually brief and occur due to a high fever. Although they can be alarming, feverish convulsions do not lead to brain damage or epilepsy. However, it's essential to seek medical attention if the seizures last longer than a few minutes or occur frequently."
test,469,,"If someone is unconscious but breathing, what should you do?",0.75,810,What should you do if you find someone unconscious but breathing normally?,"Place the person in the recovery position to ensure their airway stays clear. Monitor their breathing regularly, and do not leave them alone. Call emergency services immediately and provide them with details of the person's condition.","If a person is unconscious but breathing, you should place them in the recovery position (on their side) to maintain an open airway and prevent choking. Monitor their breathing and wait for emergency help. Do not leave them alone unless absolutely necessary."
test,473,,What is the role of a cold compress in concussion treatment?,0.8333333333333334,1356,What is the role of a cold compress in concussion management?,"A cold compress can help reduce swelling and pain at the site of impact after a concussion. It provides cooling relief, which can help soothe the affected area, but it should not replace medical care or monitoring of symptoms.","A cold compress can help reduce swelling and provide relief from the immediate pain and discomfort caused by a blow to the head. It should be applied gently to the injured area for 15-20 minutes at a time, with breaks in between to avoid frostbite."
test,499,,What are the immediate symptoms of an allergic reaction to a bee sting?,0.7857142857142857,1800,What are the symptoms of a mild allergic reaction to a bee sting?,"A mild allergic reaction to a bee sting typically includes localized pain, swelling, redness, and itching around the sting site. There may also be a rash or hives on the body. These symptoms are usually self-limiting and can be treated with antihistamines, cold compresses, and pain relievers.","The immediate symptoms of an allergic reaction to a bee sting may include swelling at the sting site, pain, redness, an itchy rash, puffiness around the eyes and face, and difficulty breathing. In severe cases, symptoms can escalate quickly, leading to anaphylaxis, which requires immediate medical attention."
test,502,,What are the signs that a person is experiencing anaphylaxis after a sting?,0.7857142857142857,3517,What are the signs that a person may be experiencing anaphylaxis after a sting?,"Signs of anaphylaxis after a sting include swelling of the face, lips, or throat, difficulty breathing, dizziness, a drop in blood pressure, and hives. Immediate administration of epinephrine and emergency medical assistance are essential.","Signs of anaphylaxis after a sting may include swelling of the face, lips, or throat, difficulty breathing, dizziness, hives, and a drop in blood pressure. Immediate medical attention and an epinephrine injection (if available) are necessary."
test,513,,What is a key difference in the symptoms between a Red-back spider bite and a Funnel-web spider bite?,0.9375,4206,What is the difference in the symptoms between a Funnel-web spider bite and a Red-back spider bite?,"A Funnel-web spider bite often causes intense localized pain, nausea, weakness, and breathing difficulty, whereas a Red-back spider bite typically causes sharp, stinging pain followed by swelling, sweating, and sometimes shock or muscle weakness.","While both spider bites can cause intense pain, a Red-back spider bite usually causes immediate, sharp stinging sensations, while a Funnel-web spider bite leads to intense localized pain followed by nausea, weakness, and systemic symptoms like difficulty breathing."
test,517,,What action should you avoid when treating a Red-back spider bite?,0.8461538461538461,3131,What should you avoid doing when treating a Red-back spider bite?,"Do not apply pressure immobilisation to a Red-back spider bite, as this can worsen the condition.",Do not apply pressure immobilisation to a Red-back spider bite. It is crucial to avoid this method as it may worsen the condition.
test,551,,When should I call for medical help during a choking incident?,1.0,4280,When should I call for medical help during a choking incident?,"You should call for medical help immediately if the person is unable to clear the obstruction themselves, becomes unconscious, or if you are unsure about the severity of the blockage. Always seek urgent medical attention if the person is struggling to breathe.","You should call for medical help immediately if the person becomes unconscious, if their airway is completely blocked, or if the obstruction does not clear after attempts such as slapping the back or giving CPR."
